,0,1,2,3
0,3.145516872406006,0.0,0.0003000000142492354,0.0
1,3.147751786557738,0.2225172563643886,-0.0003231990997075051,-0.06231991139567384
2,3.1538465706039194,0.38571223549232775,-0.0020490690086706334,-0.11026707950063848
3,3.1626331122510702,0.4915516470872715,-0.004598926172690016,-0.14471863690129905
4,3.172995144937662,0.5432443906737502,-0.00771289792054588,-0.16667853788428647
5,3.1838913790946783,0.5450676728667605,-0.011152150723593848,-0.17724674242050936
6,3.1943749556072274,0.5021729690890023,-0.014700497352747526,-0.17758792049485736
7,3.2036088892769925,0.4203797144027835,-0.018165388953682516,-0.16890123959864065
8,3.2108774112441365,0.3059725598648586,-0.021378339674489228,-0.15239383248202928
9,3.215593430129617,0.1655170612991571,-0.024194877386506546,-0.12925993871970162
10,3.2173025900052883,0.005704490398112061,-0.026494145589965518,-0.10066688162619511
11,3.2156845466626964,-0.16677071958896203,-0.028178292072940137,-0.06774776667126624
12,3.2105520797026945,-0.3453048009633568,-0.02917176512518758,-0.03159953855347823
13,3.201848519712604,-0.5234595719642061,-0.029420601250245076,0.006715926047729316
14,3.1896437393287544,-0.6950315238218399,-0.028891737034139265,0.04617049556285132
15,3.174128693233034,-0.8541282047206212,-0.027572322583263635,0.08577094952471156
16,3.1556082595246124,-0.9952618720297298,-0.025468966090649803,0.12456469973667164
17,3.134491993440544,-1.1134644695824134,-0.02260680901251621,0.16165100807668684
18,3.11128239962468,-1.2044203016066948,-0.019028326625973233,0.1961972305776099
19,3.086560481383242,-1.26460485303178,-0.014791772474244305,0.22745818459528136
20,3.0609686201489166,-1.2914119751996174,-0.009969234672648626,0.25479559556428527
21,3.0351912227380384,-1.2832490075525715,-0.0046443384322438705,0.27769402847618857
22,3.009933963534345,-1.239581556926785,0.001090301258938288,0.2957699406420256
23,2.985902747097534,-1.1609165671562665,0.007135715878723398,0.30877152133648356
24,2.9637836429037994,-1.0487224924633136,0.013389117259056695,0.3165686166968444
25,2.9442249578187574,-0.9052962888599078,0.01974614255933721,0.31913391333120505
26,2.9278223268257655,-0.7335958125882243,0.026102664146971686,0.3165182454322406
27,2.9151072796334105,-0.5370610708693417,0.03235608693778282,0.3088240336488708
28,2.9065392678178963,-0.31944794943804433,0.03840613980976689,0.29618125354953406
